Date,location_id,Product_ID,Customer_ID,Quantity_Sold
10/20/2021,9,11,27,66
10/20/2021,9,20,32,53
10/19/2021,3,6,1,51
10/19/2021,10,23,18,50
10/19/2021,7,82,28,73
10/19/2021,6,15,99,66
10/19/2021,2,94,77,49
10/19/2021,2,30,34,55
10/19/2021,4,85,89,72
10/19/2021,7,32,18,57
10/18/2021,2,4,4,60
10/17/2021,8,99,49,67
10/17/2021,1,39,29,78
10/17/2021,9,84,60,46
10/17/2021,7,2,71,65
10/17/2021,1,74,6,50
10/16/2021,10,36,68,53
10/15/2021,1,18,1,59
10/15/2021,9,49,94,45
10/15/2021,7,3,25,44
10/13/2021,6,91,66,78
10/13/2021,10,8,19,68
10/12/2021,10,53,75,55
10/12/2021,1,5,17,79
10/12/2021,4,80,93,61
10/12/2021,8,21,21,44
10/12/2021,6,33,89,70
10/11/2021,1,68,83,80
10/10/2021,7,10,6,78
10/10/2021,10,85,33,62
10/10/2021,5,28,21,76
10/9/2021,4,4,10,42
10/8/2021,8,57,49,79
10/8/2021,7,64,50,44
10/8/2021,1,48,85,76
10/8/2021,3,23,68,68
10/7/2021,10,66,73,47
10/7/2021,6,96,35,46
10/6/2021,9,41,44,43
10/4/2021,3,56,48,49
10/4/2021,1,78,38,59
10/4/2021,7,8,4,51
10/4/2021,2,89,50,71
10/3/2021,9,70,11,62
10/3/2021,3,58,61,55
10/1/2021,7,20,85,59
10/1/2021,1,27,14,73
10/1/2021,10,14,28,60
10/1/2021,6,35,83,47
10/1/2021,1,58,43,47
9/30/2021,7,86,96,66
9/29/2021,1,99,33,62
9/29/2021,4,90,17,73
9/28/2021,4,40,89,74
9/28/2021,8,46,70,62
9/28/2021,3,40,43,75
9/28/2021,9,49,4,64
9/28/2021,4,73,98,68
9/27/2021,6,27,82,78
9/27/2021,6,32,14,66
9/26/2021,7,5,14,52
9/26/2021,4,45,72,49
9/26/2021,8,36,24,54
9/26/2021,7,32,82,71
9/24/2021,2,65,90,54
9/24/2021,7,93,18,48
9/24/2021,2,8,47,72
9/23/2021,4,100,53,47
9/23/2021,9,76,81,57
9/23/2021,2,51,71,49
9/23/2021,8,71,14,40
9/22/2021,8,60,71,75
9/21/2021,4,21,19,60
9/21/2021,7,46,74,55
9/20/2021,4,68,53,46
9/20/2021,8,17,11,69
9/20/2021,6,23,32,72
9/19/2021,2,43,97,62
9/19/2021,10,59,28,61
9/19/2021,8,61,91,67
9/19/2021,8,24,64,69
9/18/2021,8,58,5,61
9/18/2021,10,4,26,80
9/17/2021,9,25,46,57
9/17/2021,5,41,48,57
9/17/2021,5,83,22,58
9/17/2021,1,79,45,77
9/16/2021,8,61,90,54
9/16/2021,1,4,80,50
9/16/2021,10,59,70,79
9/16/2021,4,65,54,72
9/15/2021,2,75,92,70
9/14/2021,5,47,57,66
9/14/2021,2,10,47,45
9/14/2021,1,10,18,13
9/13/2021,7,97,50,1
9/12/2021,1,10,71,8
9/12/2021,2,63,20,10
9/11/2021,4,4,53,11
9/10/2021,4,44,7,3
9/9/2021,5,25,50,13
9/9/2021,8,36,29,9
9/9/2021,2,65,4,6
9/9/2021,1,19,7,10
9/9/2021,5,9,37,2
9/8/2021,7,5,49,10
9/8/2021,8,85,2,7
9/8/2021,9,94,9,12
9/8/2021,4,89,83,18
9/8/2021,7,90,5,6
9/7/2021,4,89,19,1
9/6/2021,7,32,83,11
9/6/2021,4,47,97,2
9/6/2021,3,22,47,13
9/5/2021,6,59,31,11
9/5/2021,3,11,40,2
9/4/2021,9,35,24,17
9/4/2021,4,79,27,10
9/4/2021,6,47,35,17
9/4/2021,7,15,66,10
9/3/2021,3,65,22,13
9/3/2021,6,52,8,10
9/2/2021,5,37,69,10
9/2/2021,7,1,40,18
9/2/2021,4,34,42,2
8/31/2021,7,43,56,14
8/31/2021,5,87,66,11
8/30/2021,5,48,33,11
8/29/2021,1,96,50,13
8/29/2021,9,27,51,8
8/29/2021,4,89,65,5
8/28/2021,8,5,43,6
8/28/2021,9,53,31,13
8/28/2021,10,13,68,11
8/27/2021,7,40,22,12
8/26/2021,3,83,66,3
8/25/2021,5,85,33,20
8/25/2021,1,21,20,5
8/24/2021,7,100,76,19
8/23/2021,10,71,12,8
8/23/2021,4,87,90,4
8/23/2021,7,22,66,1
8/23/2021,8,65,19,19
8/22/2021,6,78,28,3
8/21/2021,5,91,55,15
8/19/2021,4,57,9,18
8/19/2021,1,73,29,6
8/19/2021,2,48,34,14
8/19/2021,10,9,61,17
8/18/2021,9,52,47,1
8/18/2021,5,40,93,14
8/18/2021,10,82,96,14
8/18/2021,1,25,99,20
8/18/2021,1,85,23,7
8/18/2021,9,19,56,1
8/17/2021,2,30,100,20
8/17/2021,6,78,94,3
8/16/2021,3,33,97,1
8/16/2021,9,77,43,3
8/16/2021,1,89,77,9
8/16/2021,1,89,11,16
8/16/2021,10,56,82,10
8/15/2021,10,21,87,4
8/15/2021,5,96,69,18
8/15/2021,9,95,70,3
8/15/2021,6,83,49,18
8/15/2021,10,29,15,8
8/14/2021,9,65,96,7
8/14/2021,9,89,86,16
8/14/2021,6,93,6,20
8/14/2021,8,25,54,19
8/13/2021,8,47,81,3
8/13/2021,7,87,42,20
8/12/2021,1,61,85,1
8/12/2021,8,13,19,18
8/12/2021,10,86,54,16
8/11/2021,9,38,29,11
8/11/2021,1,94,83,11
8/11/2021,5,74,97,16
8/11/2021,5,63,79,16
8/11/2021,9,42,53,16
8/11/2021,2,3,64,10
8/10/2021,3,58,62,9
8/9/2021,8,36,75,20
8/9/2021,6,62,83,9
8/8/2021,7,85,1,18
8/8/2021,8,94,14,19
8/7/2021,1,2,37,15
8/7/2021,5,11,5,2
8/6/2021,3,78,18,7
8/6/2021,3,39,72,17
8/6/2021,5,13,91,11
8/5/2021,2,84,2,5
8/4/2021,7,5,43,10
8/3/2021,10,84,96,15
8/3/2021,9,48,53,1
8/2/2021,8,99,17,3
8/1/2021,3,77,100,16
8/1/2021,3,78,22,9
8/1/2021,4,15,24,12
8/1/2021,10,59,79,16
8/1/2021,10,10,74,11
8/1/2021,4,36,35,15
8/1/2021,4,70,65,2
7/31/2021,9,95,11,17
7/31/2021,6,36,69,2
7/30/2021,9,13,73,19
7/30/2021,10,30,40,1
7/30/2021,1,83,16,2
7/30/2021,3,62,55,17
7/30/2021,6,8,32,13
7/29/2021,10,53,30,14
7/29/2021,1,1,20,15
7/28/2021,2,71,43,17
7/28/2021,3,78,43,7
7/28/2021,2,57,28,18
7/28/2021,7,96,87,4
7/28/2021,9,20,69,7
7/27/2021,4,36,83,13
7/27/2021,10,100,6,7
7/26/2021,10,90,16,19
7/26/2021,4,34,78,10
7/26/2021,7,94,63,11
7/25/2021,6,43,77,15
7/25/2021,9,2,86,10
7/24/2021,6,33,74,19
7/24/2021,8,60,32,4
7/21/2021,4,37,84,4
7/18/2021,10,18,41,9
11/18/2021,9,79,52,11
11/17/2021,6,29,74,18
11/16/2021,2,53,37,8
11/16/2021,8,55,57,13
7/16/2021,10,80,46,10
7/15/2021,2,94,7,1
7/14/2021,9,33,96,1
7/14/2021,4,55,99,14
7/13/2021,5,34,59,4
7/13/2021,9,48,2,19
7/13/2021,9,9,77,17
7/12/2021,4,1,38,20
7/12/2021,7,73,41,2
7/11/2021,9,34,49,13
7/11/2021,7,90,64,1
7/11/2021,7,82,28,2
7/10/2021,10,28,71,1
7/9/2021,1,79,45,10
7/9/2021,3,79,38,19
7/8/2021,5,44,26,2
7/8/2021,3,95,37,2
7/8/2021,8,15,15,9
7/8/2021,4,2,56,13
7/7/2021,7,44,50,15
7/6/2021,6,27,77,17
7/5/2021,5,76,84,12
7/5/2021,1,23,87,16
7/5/2021,8,68,82,2
7/5/2021,4,76,51,19
7/5/2021,3,79,17,14
7/5/2021,2,7,74,20
7/4/2021,9,54,23,17
7/3/2021,8,68,43,13
7/3/2021,1,31,19,15
7/3/2021,9,12,6,1
7/3/2021,8,73,92,10
7/3/2021,10,52,5,19
7/2/2021,2,15,46,10
6/30/2021,10,35,9,5
6/30/2021,7,12,15,19
6/30/2021,7,25,82,5
6/29/2021,6,17,57,5
6/29/2021,3,87,83,20
6/28/2021,10,6,7,9
6/28/2021,1,46,27,9
6/28/2021,2,77,44,5
6/28/2021,4,15,87,13
6/27/2021,1,36,70,1
6/27/2021,9,83,61,15
6/26/2021,6,3,45,11
6/26/2021,2,81,96,12
6/26/2021,4,63,84,10
6/25/2021,3,70,80,9
6/25/2021,4,37,28,3
6/25/2021,3,41,25,7
6/25/2021,6,74,7,1
6/24/2021,6,77,51,13
6/24/2021,8,68,39,15
6/24/2021,4,49,61,20
6/21/2021,10,29,97,5
6/21/2021,4,47,53,19
6/21/2021,9,88,72,9
6/21/2021,7,92,31,3
6/20/2021,3,1,9,6
6/20/2021,4,78,7,10
6/20/2021,6,22,45,8
6/20/2021,8,85,82,3
6/19/2021,3,67,77,3
6/19/2021,3,87,23,6
6/18/2021,8,91,25,7
6/18/2021,2,57,12,14
6/17/2021,4,22,38,15
6/17/2021,9,4,79,11
6/17/2021,8,5,81,5
6/14/2021,8,70,79,5
6/14/2021,9,1,95,14
6/13/2021,1,96,28,2
6/13/2021,7,22,90,19
6/13/2021,6,86,27,1
6/13/2021,2,71,18,15
6/13/2021,6,20,45,6
6/12/2021,4,56,54,13
6/12/2021,7,8,22,14
6/12/2021,9,48,21,14
6/12/2021,8,56,98,4
6/11/2021,8,94,82,13
6/11/2021,4,79,69,20
6/11/2021,4,4,53,10
6/10/2021,8,22,97,2
6/10/2021,1,93,93,20
6/10/2021,2,46,7,11
6/9/2021,5,58,85,19
6/9/2021,10,97,78,20
6/9/2021,9,95,20,9
6/8/2021,2,6,39,18
6/8/2021,1,27,86,8
6/8/2021,3,12,98,7
6/7/2021,2,99,85,1
6/5/2021,6,91,35,2
6/5/2021,6,12,39,15
6/5/2021,3,14,56,5
6/5/2021,1,19,55,7
6/4/2021,4,23,60,14
6/3/2021,1,4,20,19
6/3/2021,5,33,38,10
6/3/2021,4,30,85,19
6/2/2021,6,8,7,6
6/2/2021,4,21,73,2
6/2/2021,7,6,24,12
6/1/2021,9,44,65,7
6/1/2021,10,21,1,11
5/31/2021,9,86,14,14
5/31/2021,10,56,63,15
5/31/2021,5,6,45,11
5/30/2021,10,55,57,16
5/30/2021,9,13,3,6
5/29/2021,4,14,59,10
5/29/2021,6,67,92,2
5/29/2021,7,80,75,15
5/29/2021,7,1,91,13
5/29/2021,3,85,25,6
5/28/2021,6,95,13,17
5/28/2021,9,79,43,5
5/28/2021,5,48,9,12
5/27/2021,9,77,22,9
5/26/2021,7,92,7,5
5/25/2021,1,45,41,19
5/25/2021,4,69,54,17
5/25/2021,6,31,23,13
5/25/2021,8,41,38,15
5/24/2021,5,78,80,5
5/24/2021,4,72,41,3
5/23/2021,6,3,57,3
5/23/2021,1,79,42,8
5/23/2021,3,67,32,6
5/22/2021,10,33,79,9
5/22/2021,1,25,44,20
5/22/2021,9,78,57,7
5/21/2021,6,54,63,17
5/21/2021,4,82,63,16
5/20/2021,6,98,10,8
5/19/2021,4,45,24,3
5/18/2021,9,44,31,15
5/17/2021,5,60,98,15
5/16/2021,4,78,100,19
5/16/2021,10,50,60,9
5/16/2021,5,100,83,16
5/14/2021,8,18,40,20
5/14/2021,8,16,49,9
5/14/2021,7,61,58,14
5/13/2021,9,99,20,3
5/13/2021,4,36,98,15
5/13/2021,8,9,11,18
5/12/2021,1,97,52,14
5/12/2021,8,25,18,14
5/10/2021,5,48,15,15
5/10/2021,10,79,66,14
5/9/2021,6,67,3,20
5/9/2021,10,9,91,20
5/8/2021,10,37,11,5
5/8/2021,7,63,3,19
5/8/2021,5,87,36,19
5/8/2021,10,92,85,8
5/7/2021,3,81,96,11
5/7/2021,5,74,35,14
5/6/2021,2,28,92,15
5/6/2021,4,60,17,3
5/4/2021,9,59,57,13
5/1/2021,5,14,8,10
4/30/2021,5,8,32,15
4/30/2021,2,59,90,13
4/30/2021,3,86,40,6
4/30/2021,4,84,13,20
4/29/2021,3,19,26,15
4/29/2021,4,60,78,4
4/29/2021,1,10,66,12
4/28/2021,10,72,95,20
4/27/2021,1,44,86,14
4/27/2021,3,51,91,5
4/27/2021,6,6,18,12
4/27/2021,5,26,83,13
4/26/2021,10,33,49,1
4/26/2021,1,88,28,14
4/26/2021,7,89,31,11
4/26/2021,1,11,44,1
4/26/2021,1,64,83,12
4/25/2021,5,21,93,15
4/25/2021,9,84,60,18
4/24/2021,8,9,5,10
4/24/2021,2,27,28,20
4/24/2021,6,6,31,16
4/23/2021,3,84,10,13
4/23/2021,9,79,58,19
4/22/2021,7,42,96,3
4/22/2021,2,39,96,20
4/22/2021,4,64,20,18
4/21/2021,5,78,79,2
4/21/2021,1,25,87,11
4/21/2021,7,97,43,16
4/21/2021,2,23,55,18
4/21/2021,7,20,30,12
4/20/2021,2,90,4,5
4/20/2021,9,73,35,13
4/20/2021,2,92,25,3
4/19/2021,10,13,70,3
4/19/2021,2,4,4,5
4/19/2021,6,75,55,6
4/19/2021,3,42,78,7
4/19/2021,10,71,87,11
4/19/2021,4,6,3,11
4/18/2021,1,64,14,5
4/18/2021,6,69,94,12
4/17/2021,10,83,50,6
4/17/2021,10,43,80,4
4/16/2021,9,95,9,2
4/15/2021,10,18,66,4
4/15/2021,8,45,24,18
4/15/2021,9,58,94,6
4/14/2021,3,90,57,4
4/13/2021,5,84,16,7
4/13/2021,6,49,72,10
4/13/2021,7,53,94,19
4/12/2021,2,25,23,19
4/12/2021,3,39,10,11
4/11/2021,1,38,88,17
4/11/2021,5,49,89,15
4/10/2021,9,25,100,15
4/10/2021,10,42,47,8
4/10/2021,5,70,32,17
4/10/2021,6,73,4,7
4/9/2021,6,58,78,13
4/9/2021,10,52,45,10
4/9/2021,2,65,65,5
4/8/2021,8,80,88,1
4/8/2021,3,20,27,9
4/6/2021,1,77,95,10
4/6/2021,4,16,93,1
4/5/2021,10,87,99,2
4/5/2021,2,71,4,7
4/5/2021,4,18,51,18
4/4/2021,5,35,73,17
4/3/2021,8,56,70,10
4/3/2021,2,59,40,8
4/3/2021,7,26,56,4
4/2/2021,5,25,24,7
4/2/2021,2,4,37,15
4/2/2021,3,65,8,16
4/1/2021,9,26,13,8
4/1/2021,9,51,37,3
3/31/2021,9,10,67,5
3/31/2021,4,40,16,2
3/31/2021,7,9,79,7
3/30/2021,9,24,82,10
3/29/2021,9,66,29,10
3/29/2021,9,87,62,12
3/28/2021,2,61,1,19
3/25/2021,3,4,79,18
3/24/2021,8,50,64,8
3/24/2021,2,62,32,5
3/22/2021,7,54,64,18
3/18/2021,1,34,63,5
3/18/2021,4,18,83,12
3/18/2021,6,73,12,5
3/17/2021,7,11,81,17
3/17/2021,8,80,4,18
3/16/2021,9,36,45,8
3/16/2021,3,22,77,9
3/15/2021,9,6,73,5
3/15/2021,8,99,17,16
3/15/2021,10,70,5,8
3/14/2021,8,65,70,4
3/14/2021,10,73,81,6
3/13/2021,1,95,11,3
3/13/2021,10,46,6,5
3/12/2021,2,41,22,17
3/12/2021,5,56,41,10
3/12/2021,4,36,41,18
3/11/2021,7,97,51,16
3/11/2021,4,26,53,5
3/11/2021,9,28,42,10
3/11/2021,3,80,59,5
3/10/2021,10,74,89,14
3/9/2021,2,87,8,18
3/9/2021,5,49,80,5
3/9/2021,10,84,3,12
3/9/2021,8,42,59,19
3/8/2021,2,59,60,4
3/6/2021,9,63,23,19
3/6/2021,7,81,81,14
3/6/2021,5,92,40,2
3/5/2021,6,30,65,15
3/5/2021,7,96,69,3
3/5/2021,3,81,99,18
3/4/2021,1,88,84,18
3/3/2021,1,80,2,12
3/3/2021,4,60,81,18
3/2/2021,7,73,19,7
3/2/2021,3,17,32,8
3/2/2021,8,4,71,12
3/2/2021,7,79,99,17
3/1/2021,1,88,35,14
3/1/2021,9,77,17,8
2/28/2021,3,87,75,9
2/27/2021,5,58,16,9
2/27/2021,9,78,58,12
2/27/2021,2,42,66,3
2/26/2021,1,89,59,7
2/25/2021,10,18,80,20
2/25/2021,6,13,72,4
2/23/2021,7,46,1,7
2/22/2021,3,18,23,13
2/22/2021,6,12,1,19
2/22/2021,9,25,1,8
2/21/2021,9,88,6,14
2/21/2021,5,48,7,6
2/21/2021,9,92,87,16
2/20/2021,7,19,62,18
2/20/2021,10,42,2,15
2/20/2021,8,29,66,3
2/19/2021,10,63,62,4
2/19/2021,5,85,14,3
2/18/2021,5,81,2,1
2/18/2021,5,55,94,5
2/17/2021,4,86,6,8
2/17/2021,10,87,69,1
2/16/2021,3,62,50,3
2/16/2021,6,12,33,15
2/16/2021,3,57,72,20
2/15/2021,3,49,26,3
2/15/2021,10,14,97,17
2/15/2021,1,79,16,7
2/13/2021,10,53,92,20
2/12/2021,1,54,81,20
2/12/2021,10,22,26,11
2/12/2021,8,13,82,11
2/11/2021,8,8,19,16
2/11/2021,5,19,9,20
2/10/2021,5,72,65,13
2/10/2021,7,87,39,7
2/9/2021,8,77,68,15
2/9/2021,9,42,67,5
2/9/2021,4,20,45,16
2/8/2021,7,43,66,14
2/7/2021,1,46,72,17
2/6/2021,8,79,20,19
2/6/2021,1,9,17,2
2/6/2021,4,99,2,18
2/5/2021,10,79,78,16
2/5/2021,1,48,89,18
2/5/2021,2,15,16,12
2/3/2021,2,73,98,18
2/3/2021,4,88,95,19
2/2/2021,9,57,18,5
2/2/2021,3,86,29,16
2/1/2021,5,91,75,5
2/1/2021,9,12,35,10
2/1/2021,4,75,25,8
2/1/2021,8,15,95,5
1/31/2021,6,56,45,15
1/30/2021,9,11,22,10
1/30/2021,1,96,93,16
1/30/2021,2,17,58,20
1/29/2021,10,99,9,14
1/29/2021,5,22,94,8
1/28/2021,9,92,13,7
1/28/2021,3,1,47,17
1/28/2021,4,19,47,2
